序号,发行人_链接,发行人,审核问询轮次,文件名称_链接,文件名称,披露日期
898,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=197,德马科技集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/1f9a48cd39c84a09891abc5781597db0.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2019-10-31
899,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=197,德马科技集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/c93bb153a5e34d708c682f0bad63c438.pdf,8-1 发行人及保荐机构关于审核问询函的回复（2019年半年报财务数据更新版）,2019-10-09
900,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=158,浙江东方基因生物制品股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/98ae55c394e240dbb85461d8487a498f.pdf,关于浙江东方基因生物制品股份有限公司首次公开发行股票并在科创板上市申请文件第四轮审核问询函的回复,2019-09-30
901,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=158,浙江东方基因生物制品股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/6d503f21f95447b79221590f7869ff51.pdf,关于浙江东方基因生物制品股份有限公司首次公开发行股票并在科创板上市申请文件第三轮审核问询函的回复,2019-09-05
902,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=158,浙江东方基因生物制品股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/02109f6b4dd7454c9cf24549b1c7d33e.pdf,关于浙江东方基因生物制品股份有限公司首次公开发行股票并在科创板上市申请文件第二轮审核问询函的回复,2019-07-19
903,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=158,浙江东方基因生物制品股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/a8b2565e45f74d4183c516af02f60640.pdf,8-1 发行人及保荐机构回复意见,2019-06-27
904,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=331,浙江海德曼智能装备股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/da182b4ad41c435f9272b6bce46c65aa.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-06-14
905,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=331,浙江海德曼智能装备股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/0dfa9816490c4e7a9649c13444a71b50.pdf,8-1 发行人及保荐机构回复意见,2020-05-21
906,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=542,浙江海盐力源环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/919a8bc6146e43ff98e009541fea4a3c.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复意见,2020-11-09
907,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=542,浙江海盐力源环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/131d9ef9426d460ca6f6c69d372b604c.pdf,8-1 发行人及保荐机构回复意见,2020-09-03
908,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1024,浙江海正生物材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/d89fca7dcb6a41e58d29cdcf08c636f4.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2022-02-11
909,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1024,浙江海正生物材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/6fb0ff0e48934ac3b9d750b0c7098b40.pdf,8-1 发行人及保荐机构回复意见,2022-01-08
910,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=952,浙江禾川科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202110/5ff59024f85d47dbbb1d8a92ac613ef1.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-10-26
911,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=952,浙江禾川科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/691576eb1acf4a618b004cbf06bba4e2.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2021-09-07
912,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=737,浙江和达科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/cb9e75c59c024ae9be84e3b8d242d3dd.pdf,8-1-2发行人及保荐机构回复意见（二）（2020年年报财务数据更新版）,2021-03-22
913,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=737,浙江和达科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/f889d70af9534a338e8655e5a0bc9b19.pdf,8-1发行人及保荐机构回复意见,2020-12-25
914,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=357,浙江蓝特光学股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/2475605d144a4533a8e4791b0c44434e.pdf,8-1 发行人及保荐机构回复意见（二）,2020-06-19
915,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=357,浙江蓝特光学股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/4292ad697bd740b8a5b6615b0ac53c18.pdf,8-1 发行人及保荐机构回复意见,2020-05-27
916,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1069,浙江帕瓦新能源股份有限公司,1,http://static.sse.com.cn/stock/information/c/202204/4be88132280649b5a78397f81a0cf5d4.pdf,8-1发行人及保荐机构关于第三轮审核问询函的回复（豁免版）,2022-04-19
917,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1069,浙江帕瓦新能源股份有限公司,1,http://static.sse.com.cn/stock/information/c/202204/0053c80828f749a5ab26c5b7004295fc.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2022-04-11
918,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1069,浙江帕瓦新能源股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/02d13d44375a4ffaa57a3e12eedcb197.pdf,8-1 发行人及保荐机构关于首轮审核问询函的回复,2022-03-02
919,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=342,浙江瑞晟智能科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/3f444e859525441da7465b4f23079b6b.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2020-05-28
920,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=342,浙江瑞晟智能科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202003/97dee6ebb7bd414a922ccfc37586b38d.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-03-30
921,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=946,浙江臻镭科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/83a7025cb5ed42a78b412df6235aee2c.pdf,8-1 发行人及保荐机构第二轮问询回复意见,2021-09-22
922,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=946,浙江臻镭科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/840c78ab39ba4bb4ac58eb1b0c0cbfb0.pdf,8-1 发行人及保荐机构首轮问询回复意见,2021-08-25
923,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=351,浙江中控技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/6f43ea3f34b44d4bacfeb66a025af679.pdf,8-1 发行人及保荐机构关于浙江中控技术股份有限公司首次公开发行股票并在科创板上市申请文件的二轮审核问询函的回复,2020-06-02
924,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=351,浙江中控技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/177c554b748742d0802adcce5e5ad07b.pdf,8-1 发行人及保荐机构关于浙江中控技术股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复（2019年年报财务数据更新版）,2020-05-24
925,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=722,浙江卓锦环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202105/9937fe9194c74e07945d0ed7334f112f.pdf,8-1 海通证券股份有限公司关于浙江卓锦环保科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函回复,2021-05-13
926,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=722,浙江卓锦环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/c1d14daf992e43b1b6b6e1254acaa61c.pdf,8-1 发行人及保荐机构回复意见（二）,2021-03-10
927,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=722,浙江卓锦环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/1747f5787f9b451e807ae1f6debd3a92.pdf,8-1 发行人及保荐机构回复意见,2020-12-31
928,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=635,正元地理信息集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/f7d0b87e7a2a48d8a4be0aaa51f885f9.pdf,8-1-1 发行人及保荐机构第三轮审核问询函回复,2021-01-25
929,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=635,正元地理信息集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/41878c6d590e4adbab96f5ebefddcc6e.pdf,8-1 关于正元地理信息集团股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复,2021-01-11
930,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=635,正元地理信息集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/97bd3eb27b0944459dac30dc3f28786a.pdf,8-1 关于正元地理信息集团股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函的回复,2020-09-17
931,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=431,智洋创新科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/571bb384fbf743fc8e89bbd9150ce02d.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-09-01
932,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=431,智洋创新科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/9a93c28a3af445aab2a76bc4fc088c4e.pdf,8-1 发行人及保荐机构关于第一轮审核问询函的回复,2020-08-06
933,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=928,中触媒新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202110/828a887d490241618384f54dc86c546d.pdf,8-1 发行人及保荐机构回复意见（二）【豁免版】,2021-10-20
934,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=928,中触媒新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/3e1d4c1ff657438a8f31a660fa4291a2.pdf,8-1 发行人及保荐机构回复意见（豁免版）,2021-08-27
935,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=937,中复神鹰碳纤维股份有限公司,1,http://static.sse.com.cn/stock/information/c/202111/33285aac5fbd4510abb31a6113e4744f.pdf,8-1-2 发行人及保荐机构关于中复神鹰碳纤维股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复,2021-11-08
936,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=937,中复神鹰碳纤维股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/311bc18702f3465a8813c535512f0149.pdf,8-1 发行人及保荐机构回复意见,2021-09-02
937,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=803,中钢洛耐科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202112/9ed69395f75e4fb5bdf68e146bfc8a6a.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2021-12-02
938,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=803,中钢洛耐科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/41d58fb468f74e5f8ab675781c9445fe.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复（2021年半年报财务数据更新版）,2021-09-28
939,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=803,中钢洛耐科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/fcb30847eeda4bc6ab6b28a7ac40f615.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2021-03-10
940,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=144,中国电器科学研究院股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/bc3f200de52e4ae4a8ca25aa2fdd7413.pdf,8-1-3 发行人及保荐机构关于首次公开发行并在科创板上市申请文件第三轮审核问询函的回复,2019-09-06
941,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=144,中国电器科学研究院股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/b7c5b570f0fb4a5192b2f33ae9b692ba.pdf,8-1-2 发行人及保荐机构关于首次公开发行并在科创板上市申请文件第二轮审核问询函的回复,2019-08-19
942,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=144,中国电器科学研究院股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/2d449311abb2490d94317907b9dc85b6.pdf,8-1 关于中国电器科学研究院股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复,2019-07-15
943,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=560,中国铁建重工集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/671c912f1fc64f7b8537e3a544ed833a.pdf,8-1 发行人及保荐机构第二轮审核问询函的回复,2020-12-02
944,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=560,中国铁建重工集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/33e43fdddd96428dadf5d40e3888f9dc.pdf,8-1 发行人及保荐机构第一轮审核问询函的回复,2020-11-16
945,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=95,中国铁路通信信号股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/93ea3070ea8244fbb1c05f83c896575f.pdf,8-1 发行人及保荐机构关于第三轮问询函的回复意见,2019-05-31
946,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=95,中国铁路通信信号股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/82d726093ca9415fa6b7a2ab4af88dc5.pdf,8-1 发行人及保荐机构关于第二轮问询函的回复意见,2019-05-26
947,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=95,中国铁路通信信号股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/983e71654a584f7c8501426cb5531b6b.pdf,8-1 发行人及保荐机构回复意见,2019-05-08
948,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1025,中航（成都）无人机系统股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/e09d66e5a8474ab194892aac994be870.pdf,8-1-2 发行人及保荐机构关于中航（成都）无人机系统股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复,2022-02-14
949,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1025,中航（成都）无人机系统股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/337bd720d3be4280adf0027c330bf431.pdf,8-1-1 发行人及保荐机构关于中航（成都）无人机系统股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复,2022-01-06
950,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=783,中科微至科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202105/9b885c56ad4d475588530836635e1557.pdf,8-1 发行人及保荐机构回复意见（二）,2021-05-13
951,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=783,中科微至科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202102/a81e9cfaeec24386bd145b3c8435d50b.pdf,8-1 发行人及保荐机构回复意见,2021-02-22
952,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=30,中科星图股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/b4d19df5dad747989aaf53f9b1e5f268.pdf,8-1-6 中科星图股份有限公司及中信建投证券股份有限公司关于第六次审核问询函的回复,2019-12-04
953,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=30,中科星图股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/428e5e1020d74e32a59d246987a3023e.pdf,中科星图股份有限公司及中信建投证券股份有限公司关于第五次审核问询函的回复,2019-09-29
954,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=30,中科星图股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/52e22fef3ccc4946b4821d0c999a5abe.pdf,中科星图股份有限公司及中信建投证券股份有限公司关于第四次审核问询函的回复,2019-07-16
955,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=30,中科星图股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/e97c599af4c4408fa35f7c37cc0a4ff2.pdf,中科星图股份有限公司及中信建投证券股份有限公司关于第三次审核问询函的回复,2019-06-14
956,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=30,中科星图股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/c564c8c568404306bab45f9c55f138bd.pdf,中科星图股份有限公司及中信建投证券股份有限公司关于第二次审核问询函的回复,2019-05-24
